id|first_name|last_name|phone|addr1|addr2|city|state|zipcode|account|details1|amount1|details2|amount2|details3|amount3
171|Trueman|Eminson|202-366-4619|Roth|0644 Mendota Trail|Washington|DC|20046|3561016885569211|Games|8138.85|Toys|52.66|Toys|9675.50
172|Debbi|Rummery|214-799-4947|Corscot|403 Maryland Road|Dallas|TX|75216|3578724762696681|Clothing|9056.10|Grocery|9201.79|Games|8610.73
173|Hamid|Cottam|804-623-9087|Fallview|56279 Toban Junction|Richmond|VA|23220|3561675785031992|Electronics|2526.39|Baby|7910.63|Industrial|8957.29
174|Elset|Lehenmann|916-728-5896|Iowa|4462 Ridgeway Park|Sacramento|CA|95894|3554298762812703|Movies|2034.95|Movies|8356.76|Baby|4194.72
175|Kirstin|Kells|816-836-2993|John Wall|4 Riverside Avenue|Kansas City|MO|64109|3558041080792173|Kids|5943.57|Computers|9593.92|Games|1506.15
176|Karlie|Spinelli|772-124-9190|Crest Line|01921 Declaration Trail|Vero Beach|FL|32969|373879184313449|Music|7839.11|Electronics|9884.93|Baby|1843.81
177|Trudey|Rable|901-475-3106|Sundown|67 Prentice Point|Memphis|TN|38136|374622759408080|Movies|5596.10|Music|2901.07|Books|1797.26
178|Malcolm|Gauler|720-910-5886|Nevada|0107 Commercial Park|Littleton|CO|80161|3528923521667923|Tools|8754.54|Outdoors|5249.12|Tools|680.35
179|Mina|Ellesworth|831-545-4506|Fisk|335 Magdeline Street|Santa Cruz|CA|95064|5602255449480674430|Industrial|2006.61|Sports|3411.94|Industrial|2202.78
180|Rudolph|Durgan|202-230-0041|Fordem|1549 Mayer Alley|Washington|DC|20067|3550657931306752|Shoes|4519.20|Home|9941.31|Health|8041.51
181|Ruthy|Smidmoor|860-640-9371|Heffernan|19196 Stoughton Place|Hartford|CT|06183|30073232991100|Garden|2101.67|Outdoors|7450.03|Sports|4648.68
182|Karleen|Debell|913-151-2195|Merchant|193 Crownhardt Point|Shawnee Mission|KS|66286|3559867799544417|Toys|4263.93|Electronics|3785.20|Baby|7825.87
183|Collie|Noar|704-912-8024|Kingsford|6 La Follette Terrace|Charlotte|NC|28278|4905123256807627|Games|5043.57|Jewelry|155.20|Movies|4365.04
184|Archie|Kittless|256-724-8141|North|72 Havey Avenue|Huntsville|AL|35895|4041593305659|Automotive|2263.10|Baby|1767.10|Baby|5525.44
185|Brittani|Eakins|828-336-3029|Swallow|7062 Johnson Parkway|Asheville|NC|28815|3541826795678190|Clothing|7220.23|Electronics|5715.93|Electronics|9086.41
186|Lindsay|Barlass|615-791-3570|Forest Dale|06709 Forest Run Court|Nashville|TN|37205|3532030790267494|Automotive|7572.64|Music|3482.01|Sports|4547.17
187|Frazer|Stiegars|516-632-3043|Carey|2 Graedel Crossing|Hicksville|NY|11854|3560614471637219|Tools|3713.60|Shoes|4375.55|Music|1797.54
188|Sheila|Dunmore|202-234-2071|Express|58 Dorton Place|Washington|DC|20062|502078679317598608|Home|2675.01|Baby|1855.05|Toys|9316.40
189|Wildon|Kirman|972-226-4955|Ilene|07348 Prairie Rose Alley|Dallas|TX|75342|3579558753779265|Movies|8985.12|Baby|9786.28|Beauty|1125.47
190|Michaella|Farryann|915-193-2358|Trailsway|9504 Nelson Court|El Paso|TX|79950|3576198181744160|Grocery|232.12|Shoes|5358.17|Health|2166.40
191|Jon|Budgeon|719-262-7902|Hoepker|5 Village Green Road|Colorado Springs|CO|80945|5172706936751182|Books|7681.86|Health|666.12|Music|6678.51
192|Thor|Charville|812-616-6752|Calypso|3 Fallview Drive|Evansville|IN|47737|201444102198857|Baby|5735.93|Games|5704.32|Garden|49.84
193|Derry|Bridges|713-667-4628|Holy Cross|1253 Erie Lane|Houston|TX|77281|3534639959085675|Kids|4335.93|Movies|2534.18|Automotive|5562.18
194|Vanessa|Bretland|404-850-3178|Pond|6 Kensington Circle|Atlanta|GA|30306|6331105665261078593|Electronics|2605.63|Industrial|9671.63|Music|5676.17
195|Marley|Alesio|202-912-2417|Hallows|18 Superior Trail|Washington|DC|20530|3568431071095843|Automotive|3598.60|Movies|1739.96|Beauty|9699.08
196|Willie|Newton|504-728-2938|Aberg|9836 Sycamore Crossing|New Orleans|LA|70129|30590119759284|Games|219.57|Jewelry|4827.25|Health|6941.03
197|Roderick|Mackness|316-916-5561|Fremont|4227 Schurz Place|Wichita|KS|67230|3549633117026096|Books|2719.02|Automotive|4985.77|Clothing|4569.29
198|Morena|Luxton|212-896-1531|Badeau|4 Graceland Junction|New York City|NY|10249|3544419747088721|Books|9717.17|Baby|9372.93|Kids|9447.74
199|Lorette|Orts|202-400-8797|Independence|15 Buena Vista Circle|Washington|DC|20414|5602259880574226|Music|2209.02|Computers|8370.60|Toys|3006.57
200|Stafani|Kenyon|404-230-7995|Bunting|510 Waxwing Center|Atlanta|GA|30386|676235687180597088|Books|6018.80|Shoes|7369.42|Shoes|9374.11
201|Mandel|Mighele|571-143-5756|Hudson|7116 Donald Lane|Vienna|VA|22184|6763220653786788|Kids|631.70|Baby|7206.85|Games|9878.88
202|Darice|Kenningham|727-312-1620|Lyons|875 Aberg Circle|Largo|FL|33777|3551542475968416|Industrial|7218.01|Home|1956.20|Jewelry|4350.54
203|Chrystal|Philpin|626-214-3434|Eastlawn|57 Bunker Hill Court|Pasadena|CA|91117|5602237288835589|Kids|9841.66|Computers|8091.05|Tools|3750.63
204|Tobiah|Gonthard|810-294-7424|Goodland|02312 Luster Pass|Flint|MI|48505|3566071037286268|Sports|8566.85|Health|875.98|Automotive|4825.27
205|Terrijo|Scafe|915-511-6975|Knutson|453 Spenser Road|El Paso|TX|79940|3586764615598841|Home|3555.61|Movies|9105.81|Grocery|4469.98
206|Briano|Pumfrett|559-517-3261|Kinsman|3 American Circle|Fullerton|CA|92640|4917683590664915|Baby|5859.76|Shoes|8759.08|Music|7715.96
207|Isabelita|Livard|850-349-9264|Cordelia|6323 Texas Junction|Tallahassee|FL|32304|3553775523028332|Grocery|3935.57|Kids|2632.34|Clothing|4080.06
208|Martie|Hounsom|858-296-2853|Northridge|8496 Victoria Place|San Diego|CA|92105|676213226905762945|Home|3947.22|Tools|8913.82|Movies|2234.69
209|Kirstin|Krienke|713-712-3125|Merry|5 Warner Crossing|Houston|TX|77240|3587262779184515|Clothing|7716.30|Shoes|999.52|Baby|6534.41
210|Ayn|Izatt|520-610-7814|Hermina|8 Ohio Trail|Tucson|AZ|85710|6763184120496399|Baby|993.68|Health|1346.29|Sports|8585.73
211|Thea|Martinello|626-138-5061|Claremont|3 Starling Way|Alhambra|CA|91841|676114464541953475|Kids|5184.69|Beauty|8294.47|Electronics|9132.61
212|Brina|Trueman|954-256-1333|Oxford|2 Hauk Way|Fort Lauderdale|FL|33325|3566887213992670|Computers|2610.09|Health|188.01|Garden|1624.77
213|Cynthia|Lowen|314-377-6188|Hagan|853 Straubel Point|Saint Louis|MO|63131|3553496812788573|Clothing|2448.24|Baby|9791.76|Health|9621.39
214|Lorne|Woofendell|609-612-3088|Acker|0645 School Alley|Trenton|NJ|08650|4936641481072390733|Jewelry|223.71|Baby|2532.83|Baby|6618.75
215|Deana|Sibthorp|909-970-4618|Declaration|589 Novick Point|Riverside|CA|92505|3582157830262067|Clothing|1082.07|Books|1043.07|Shoes|6525.49
216|Sherman|Shoveller|812-827-7715|5th|6446 Ruskin Junction|Evansville|IN|47712|5100131271058613|Shoes|9073.53|Baby|5263.29|Computers|8607.84
217|Margaux|Tregonna|757-493-1509|Goodland|354 Anthes Plaza|Hampton|VA|23663|5020355424395393|Baby|980.09|Movies|1324.38|Garden|9994.53
218|Corrie|MacGibbon|804-119-6279|Melody|8 Independence Lane|Richmond|VA|23293|3583553283101647|Kids|6286.88|Automotive|2603.80|Industrial|293.27
219|Hayley|Kelsell|202-163-0421|Summer Ridge|5 Schurz Road|Washington|DC|20073|3539955154723927|Shoes|4726.75|Automotive|3662.36|Kids|1536.51
220|Charis|Lewington|719-231-7674|Spenser|3335 Bluestem Plaza|Colorado Springs|CO|80905|5602211035945850|Outdoors|4818.76|Health|5675.02|Toys|4124.16
221|Gardner|Hexam|818-648-2010|Golf Course|6356 Express Avenue|Glendale|CA|91210|3580611677898666|Beauty|4620.95|Jewelry|8946.68|Garden|2483.19
222|Ashton|Oakwood|213-614-9022|Hovde|0412 Gale Plaza|Los Angeles|CA|90055|3552611139199889|Home|4798.68|Games|1940.27|Computers|9347.60
223|Wilmer|Marfell|214-425-1397|Summit|5855 Garrison Lane|Dallas|TX|75379|6386067197511298|Health|8470.12|Industrial|9886.22|Music|9136.87
224|Darrin|Frisby|515-761-0912|Butterfield|49395 Rieder Street|Des Moines|IA|50305|060458019472201277|Books|3459.33|Movies|2827.25|Computers|9042.89
225|Danny|Mistry|202-158-6721|Kinsman|4654 Dapin Circle|Washington|DC|20442|30438965015858|Computers|7396.10|Sports|595.92|Jewelry|1443.65
226|Patin|Bocking|505-653-2800|Hoffman|24 Sunbrook Park|Santa Fe|NM|87505|4041371222050|Sports|3462.15|Books|1592.36|Sports|2.09
227|Barnard|Kops|972-825-5082|Alpine|52849 Elgar Place|Dallas|TX|75210|6767796860607343|Electronics|6572.27|Books|1158.46|Automotive|4080.96
228|Paula|Durtnall|603-501-5948|Golf View|17609 Service Place|Portsmouth|NH|03804|6763016550082847859|Beauty|5223.18|Books|3997.10|Health|6170.74
229|Emily|Troyes|813-308-8475|Vera|026 Kipling Place|Tampa|FL|33620|201959694259833|Toys|4581.69|Books|9275.74|Kids|8812.35
230|Tully|Andreev|312-644-0637|Sugar|8 Forest Dale Circle|Chicago|IL|60663|3532750286224275|Computers|937.02|Home|9913.23|Baby|4520.57
231|Ignace|Jelks|601-870-7878|Dawn|82 Dapin Street|Hattiesburg|MS|39404|3532346370612648|Outdoors|6346.80|Books|8552.47|Health|2597.15
232|Chantal|Yandle|901-212-8464|Division|355 Novick Trail|Memphis|TN|38136|3553690169605444|Music|6991.55|Sports|7581.44|Music|9376.56
233|Donn|Zelake|562-217-9610|Gina|4761 Comanche Pass|Los Angeles|CA|90071|3561812427294924|Games|7784.33|Music|6255.38|Baby|6475.29
234|Brita|Mabbot|727-121-7012|Banding|1 Hoard Drive|Largo|FL|34643|6397071242461332|Automotive|75.49|Books|1498.49|Shoes|6135.17
235|Tedra|Jesteco|352-616-9655|Hermina|72 Delladonna Hill|Gainesville|FL|32610|30101655639110|Books|8130.97|Beauty|918.07|Shoes|6936.61
236|Almira|Courvert|703-478-8342|Truax|1 Debs Park|Alexandria|VA|22309|3540231160062933|Jewelry|7570.89|Clothing|2669.55|Automotive|7527.23
237|Leopold|Moen|915-439-6938|Barnett|39 Monica Junction|El Paso|TX|88535|3540461116739884|Shoes|5985.14|Beauty|2754.59|Grocery|2689.23
238|Brewster|Biddlestone|336-343-2196|Grayhawk|163 Michigan Trail|Winston Salem|NC|27150|5002352272532393|Books|380.62|Clothing|9229.67|Tools|5371.72
239|Derrek|Vernall|757-761-4972|Gina|782 Declaration Parkway|Norfolk|VA|23514|3589359463995905|Health|8093.75|Jewelry|737.90|Kids|7132.32
240|Maude|Adel|540-740-7458|Thierer|328 Tomscot Court|Roanoke|VA|24040|3554792549649347|Jewelry|9550.22|Sports|5083.49|Kids|6116.98
241|Donielle|Cullotey|504-357-5492|Annamark|26951 Arapahoe Parkway|New Orleans|LA|70183|6771371742373847|Clothing|7038.79|Movies|7864.03|Computers|2962.65
242|Marta|Lipp|304-676-0902|Del Mar|00595 Morrow Point|Charleston|WV|25326|67091330020513214|Sports|4591.27|Music|4299.72|Movies|4860.49
243|Elwyn|Deevey|843-257-8482|Spenser|092 Birchwood Crossing|Myrtle Beach|SC|29579|3580430862668887|Automotive|5739.35|Computers|3457.03|Electronics|7058.84
244|Susi|Utton|510-211-8631|Corry|78993 Meadow Ridge Court|Oakland|CA|94660|3568658756277185|Jewelry|9133.80|Kids|3741.99|Automotive|8706.65
245|Petra|Schulke|309-806-1296|7th|5 Crest Line Court|Peoria|IL|61605|3557376351092163|Industrial|9764.47|Baby|5327.02|Outdoors|849.38
246|Esma|Sirett|517-108-2836|Sage|09 Eliot Court|Lansing|MI|48956|201929219589063|Shoes|1030.86|Outdoors|8554.29|Tools|3026.57
247|Sharlene|Crumpe|626-621-0692|Mcbride|45 Rusk Place|Pasadena|CA|91186|3532285327003966|Books|6781.39|Grocery|4828.43|Electronics|3145.37
248|Siward|Bradd|213-156-8625|Scott|906 Fremont Parkway|Los Angeles|CA|90055|560223964616697059|Jewelry|1661.06|Automotive|6228.68|Outdoors|3580.11
249|Luciano|McCormick|404-205-1303|Acker|7 Melrose Circle|Atlanta|GA|31136|5216601672427600|Baby|6508.23|Automotive|2375.92|Baby|1988.02
250|Tessi|Swenson|229-187-5812|Roth|9144 Nancy Point|Valdosta|GA|31605|4017959755638|Jewelry|9450.30|Jewelry|3199.32|Toys|6050.31
251|Deane|Illingworth|516-932-6026|Mesta|5 Waubesa Hill|Jamaica|NY|11407|4041372934070562|Clothing|9533.44|Computers|5449.63|Jewelry|1227.09
252|Bradly|Banasevich|206-890-3733|Arkansas|4527 Ridgeview Avenue|Seattle|WA|98148|4175001596189455|Books|9952.85|Automotive|6173.73|Computers|8588.39
253|Theresina|Hagyard|215-886-6470|Mariners Cove|12 Granby Park|Philadelphia|PA|19178|3567177119012818|Electronics|4085.74|Garden|4402.38|Shoes|2417.87
254|Maurene|MacGarvey|706-107-0406|Bunker Hill|0 Dottie Parkway|Augusta|GA|30911|3580753991359577|Beauty|3830.05|Industrial|5500.31|Home|5162.32
255|Caprice|Wetter|954-718-3297|Randy|155 Dorton Crossing|Fort Lauderdale|FL|33325|3535153962955824|Books|2329.74|Grocery|7488.75|Music|8041.65
256|Aldrich|Hurche|850-916-5189|Anzinger|1142 Merrick Crossing|Pensacola|FL|32520|67097643451129001|Computers|799.89|Movies|5261.37|Jewelry|943.02
257|Werner|Ege|217-681-4516|Hooker|531 Bashford Avenue|Decatur|IL|62525|349853548807165|Outdoors|1230.79|Health|5513.39|Tools|3731.64
258|Wolfy|Cubbini|504-733-5638|Northridge|7793 Lotheville Court|New Orleans|LA|70129|30391806676588|Health|4956.82|Beauty|3133.63|Industrial|2603.57
259|Delmor|Prangle|609-993-1419|Jenifer|3 Linden Park|Trenton|NJ|08695|5602221713916321|Music|6006.05|Kids|6913.45|Beauty|7752.21
260|Tally|Purkis|518-986-0759|Nancy|824 Anhalt Way|Albany|NY|12262|3546313858260179|Toys|7539.40|Books|5913.36|Grocery|5900.07
261|Inga|Caulcutt|205-721-4866|Dryden|76 Service Court|Birmingham|AL|35295|30406875439815|Games|812.45|Grocery|312.05|Movies|4003.16
262|Merline|Stood|843-421-4270|Mccormick|3769 Victoria Circle|Charleston|SC|29424|4017952519056|Industrial|7673.65|Home|4198.07|Grocery|1565.60
263|Lonee|Simmell|770-147-1727|South|44729 Mallory Point|Atlanta|GA|30316|3544706858899171|Industrial|3813.46|Movies|9716.85|Beauty|903.62
264|Jewelle|Joy|210-134-0419|Washington|16603 Bay Drive|San Antonio|TX|78278|4041378467173046|Outdoors|3568.24|Automotive|1122.15|Beauty|8518.84
265|Margy|Mathelon|304-611-7188|Maywood|64 Vermont Point|Charleston|WV|25331|5602210851715173|Baby|5439.42|Games|357.46|Electronics|4000.94
266|Kalli|Gudge|336-170-8468|Di Loreto|324 Shelley Alley|High Point|NC|27264|560222523417777766|Health|634.56|Jewelry|3311.24|Beauty|8687.95
267|Bryan|Passfield|770-169-1561|Vera|496 Heath Parkway|Marietta|GA|30061|5602258786884135|Tools|1317.99|Grocery|8900.62|Grocery|3853.16
268|Nita|Studdeard|713-406-3384|Del Mar|56 Nevada Drive|Houston|TX|77223|5602227306789538|Automotive|8728.76|Outdoors|1923.15|Garden|7455.41
269|Stanfield|Teese|215-580-2924|Gale|6040 Transport Junction|Philadelphia|PA|19093|5002355017791786|Music|9682.31|Grocery|2109.24|Toys|2839.60
270|Thia|Vain|941-177-7989|Haas|25 Coolidge Point|Bradenton|FL|34210|3552581687204771|Music|6771.36|Industrial|6266.21|Beauty|5447.72
271|Noellyn|Mardee|713-588-3063|Dayton|312 Bluestem Alley|Houston|TX|77223|3562211102684088|Beauty|5165.41|Outdoors|4204.97|Computers|3705.19
272|Garnette|Tabourel|512-797-2335|Reinke|55 Cody Parkway|Austin|TX|78769|6759416034858173|Jewelry|8788.01|Games|1670.63|Health|8967.28
273|Mair|Cready|850-131-8293|Cardinal|633 Granby Pass|Panama City|FL|32412|501816971299502297|Computers|3646.65|Shoes|3456.64|Games|4973.39
274|Wernher|Bridgewater|970-453-7849|Grasskamp|322 Commercial Park|Fort Collins|CO|80525|5364714151975617|Toys|4735.38|Kids|2518.60|Industrial|9156.01
275|Eolanda|Dumsday|816-677-3229|Scoville|01 Cardinal Road|Kansas City|MO|64187|3550982707130917|Books|8128.14|Automotive|5457.72|Automotive|4189.02
276|Puff|Deacock|202-758-3266|Sunfield|351 Service Parkway|Washington|DC|20430|5433618868845087|Clothing|3385.89|Shoes|3541.58|Shoes|9234.68
277|Rickey|Perrins|517-334-8986|Mallory|00038 Linden Pass|Lansing|MI|48912|5602223922430334|Home|7298.31|Tools|3158.46|Toys|8808.79
278|Jelene|Cumes|901-420-9596|Schurz|95 Armistice Drive|Memphis|TN|38150|5007668545091304|Music|9433.32|Outdoors|4830.44|Outdoors|7722.96
279|Claus|Aveson|602-517-9648|Heath|8 Calypso Court|Phoenix|AZ|85040|589347013751700540|Games|9316.76|Computers|1685.65|Electronics|8879.52
280|Cecelia|Tume|808-342-4440|Loftsgordon|1 Cardinal Point|Honolulu|HI|96825|3588254071167792|Beauty|1262.80|Movies|8598.01|Kids|2098.13
281|Trace|Pridden|763-721-1478|Nelson|30991 Birchwood Point|Monticello|MN|55590|6761761630690386317|Garden|3822.46|Books|8709.21|Books|8238.08
282|Joanie|Noweak|859-839-1636|Doe Crossing|42 Sutherland Pass|Lexington|KY|40596|5275274108788462|Kids|628.39|Home|8735.86|Industrial|4980.83
283|Gale|Scutter|-882-4487|Shelley|8 Tony Crossing|Pittsburgh|PA|15266|4844834694615737|Computers|8515.37|Music|2908.16|Books|7198.06
284|Arther|Petyt|816-654-4110|Buell|32890 Stang Circle|Saint Joseph|MO|64504|3555740106781333|Sports|827.62|Grocery|4479.02|Garden|4501.47
285|Alexina|Minihane|215-642-9263|Green Ridge|0 Scofield Drive|Philadelphia|PA|19191|3588427971371330|Industrial|6172.34|Grocery|9343.68|Baby|6187.25
286|Avictor|Gamlyn|850-131-3852|Towne|536 Heffernan Way|Pinellas Park|FL|34665|670674384129097690|Movies|2391.40|Garden|4710.40|Automotive|380.34
287|Buiron|Brandli|315-378-3907|Stang|435 Sunbrook Hill|Syracuse|NY|13210|3587398497242654|Movies|8363.22|Beauty|2153.74|Beauty|8049.74
288|Arleen|Feuell|304-294-9322|Stone Corner|3913 Helena Lane|Huntington|WV|25770|5018818175592140|Jewelry|5150.57|Shoes|154.70|Toys|5891.03
289|Graehme|Leaney|716-270-8888|Debra|77 Arrowood Road|Buffalo|NY|14225|5108754663678318|Clothing|7030.14|Industrial|390.06|Books|5669.30
290|Maia|Lulham|913-638-5603|Commercial|17 Fairfield Point|Shawnee Mission|KS|66276|0604275585421548568|Sports|8968.86|Home|5404.82|Beauty|8001.67
291|Deanne|Rapley|602-562-3488|School|6 Farwell Point|Phoenix|AZ|85083|36706546893579|Kids|3766.05|Games|4684.08|Health|5456.36
292|Cthrine|Darinton|509-505-4160|Sunnyside|93 West Junction|Spokane|WA|99260|3540508267065582|Garden|1522.79|Sports|8373.49|Industrial|8596.71
293|Alister|Barkus|828-726-1471|Melrose|9 Banding Crossing|Asheville|NC|28815|3540397379919898|Health|7190.66|Baby|5661.12|Automotive|7452.52
294|Erich|Orto|703-508-2497|Rockefeller|0793 Roxbury Junction|Reston|VA|20195|5496605156138956|Clothing|3623.48|Health|7350.00|Books|9164.09
295|Darnell|Fesby|518-767-0457|Express|85287 Mallory Plaza|Albany|NY|12232|3572640277000332|Computers|6403.21|Shoes|5107.52|Beauty|6366.75
296|Ally|Butterly|915-851-7272|Huxley|2 Trailsway Junction|El Paso|TX|79989|3571157100840223|Grocery|2826.42|Home|5056.91|Kids|8504.40
297|Brion|Lindenfeld|434-104-6913|Hoepker|3673 Hoffman Circle|Manassas|VA|22111|30307976318827|Beauty|609.94|Clothing|2281.68|Health|8514.06
298|Lari|Rabbatts|361-134-4489|Iowa|094 South Junction|Corpus Christi|TX|78465|5602252512177088|Baby|9241.84|Health|5560.03|Automotive|96.25
299|Ilaire|Arch|972-389-5064|Elmside|42 Grasskamp Alley|Dallas|TX|75221|3537217793067212|Outdoors|175.89|Clothing|2382.43|Tools|8111.42
300|Sashenka|Piaggia|212-441-1422|Kim|981 Toban Junction|New York City|NY|10125|6761717435658656726|Industrial|6398.21|Toys|9339.34|Tools|3403.39
301|Malissa|Denford|727-294-1540|Arrowood|9 Garrison Street|Saint Petersburg|FL|33715|670636123932502216|Music|5533.52|Health|4291.32|Movies|3475.61
302|Tyson|Ingarfield|806-322-9568|Veith|330 Fordem Trail|Amarillo|TX|79116|201406787286372|Clothing|1087.14|Electronics|3331.34|Books|9783.36
303|Lotty|Labdon|321-289-0601|Fulton|5 Stoughton Way|Melbourne|FL|32919|3553492358649055|Industrial|6382.29|Kids|9035.30|Outdoors|3482.55
304|Obadiah|Zavattero|859-834-5681|Brickson Park|41 Delladonna Court|Lexington|KY|40586|67610852772354978|Shoes|4750.63|Kids|6055.95|Outdoors|7198.38
305|Ashlie|Franzen|915-830-1796|Memorial|75334 Johnson Road|El Paso|TX|79923|3581454371232794|Music|8095.34|Sports|473.51|Outdoors|7601.59
306|Aksel|Greswell|415-547-3742|Ronald Regan|822 Mcbride Parkway|San Francisco|CA|94116|4017954430939703|Computers|6624.06|Grocery|9662.80|Clothing|9143.19
307|Sheryl|Everett|214-331-5293|Forest Run|8167 Elgar Junction|Arlington|TX|76096|6374751970865591|Beauty|629.05|Beauty|5011.29|Movies|8115.05
308|Tova|Caird|603-194-2869|Ridge Oak|0 Carberry Lane|Portsmouth|NH|03804|3583571137397757|Health|4992.55|Industrial|335.40|Outdoors|5755.19
309|Dermot|Rachuig|253-203-3826|Lukken|387 Meadow Vale Center|Olympia|WA|98516|3584558525475765|Outdoors|2601.49|Computers|6479.70|Shoes|308.14
310|Jackelyn|Senussi|989-508-6476|Stoughton|6 Forest Run Parkway|Midland|MI|48670|5532253802061136|Garden|1802.71|Shoes|1197.57|Shoes|5513.27
311|Karel|Iskower|818-919-6685|Sauthoff|55 Messerschmidt Parkway|Los Angeles|CA|90005|3554285631476547|Home|7356.76|Automotive|1861.89|Baby|6973.87
312|Aurelea|Curd|217-240-4479|Londonderry|0 Sundown Lane|Springfield|IL|62723|3531760398247776|Books|1.33|Jewelry|9931.96|Books|5025.61
313|Franchot|Kleinholz|281-375-0947|Hoard|24 Harbort Plaza|Houston|TX|77035|30023464270939|Sports|5065.08|Tools|3968.83|Garden|5018.26
314|Alvan|Samson|352-895-2336|Graedel|841 Surrey Alley|Ocala|FL|34474|5002352264383979|Automotive|7567.74|Health|8019.19|Electronics|1721.97
315|Koral|Dominiak|423-959-4179|Talisman|99417 Monterey Parkway|Chattanooga|TN|37405|4405839463364657|Electronics|3014.36|Kids|0.37|Games|5683.55
316|Ber|Riediger|214-412-3293|Redwing|28 Burning Wood Avenue|Dallas|TX|75387|5602217749125259|Shoes|1403.57|Toys|880.28|Computers|3653.09
317|Cherida|Willford|309-265-1152|Mcguire|33 4th Place|Peoria|IL|61629|3529453892231603|Games|3470.88|Computers|7061.95|Clothing|1940.58
318|Karlee|Landrean|850-696-1895|Grayhawk|4530 Swallow Road|Pensacola|FL|32590|5392536328922891|Music|4621.26|Computers|2858.68|Toys|2310.59
319|Rosemonde|Cool|212-735-0235|Waywood|7404 Armistice Terrace|New York City|NY|10045|3545875805375657|Shoes|4691.18|Garden|7706.08|Outdoors|183.41
320|Ursulina|Gayter|504-502-1015|Hazelcrest|6 Steensland Place|New Orleans|LA|70129|3588429343297003|Garden|7662.08|Baby|3195.20|Games|7343.26
321|Klara|McKelvey|816-931-2174|Northland|24774 Kedzie Place|Kansas City|MO|64153|3565577146463060|Grocery|7648.04|Industrial|992.57|Movies|3183.56
322|Sollie|Callard|713-259-4698|Bayside|16 Westridge Crossing|Houston|TX|77271|5100173805032680|Kids|207.67|Computers|5729.37|Music|823.97
323|Karalee|Petch|562-573-6147|Thierer|779 Derek Terrace|Long Beach|CA|90805|3535612416480515|Grocery|8210.27|Tools|7576.12|Shoes|5103.63
324|Thedric|Martinho|202-320-8688|Blaine|705 Dwight Plaza|Alexandria|VA|22301|3553175888343956|Garden|3607.22|Toys|7296.83|Industrial|6253.23
325|Alick|O'Halloran|646-206-4999|Petterle|5838 Clemons Street|New York City|NY|10039|630426924482774867|Jewelry|8018.23|Toys|3847.90|Outdoors|9313.12
326|Mallory|Clemenson|502-723-1095|Luster|8 Kenwood Lane|Louisville|KY|40215|060407356675585938|Electronics|4283.76|Automotive|9373.58|Grocery|2612.58
327|Carie|Kubanek|330-947-3481|Buhler|75563 Carpenter Terrace|Warren|OH|44485|30508086513682|Baby|1117.50|Toys|9414.14|Industrial|6053.09
328|Jacquie|Barlie|574-723-9951|Anhalt|910 Hazelcrest Drive|South Bend|IN|46699|6382693266386470|Garden|1446.52|Home|2079.14|Toys|182.77
329|Lianne|Whittlesey|208-786-6843|Bunker Hill|76013 Surrey Terrace|Boise|ID|83732|5602244436311653|Garden|5718.19|Tools|2035.32|Tools|6243.00
330|Malanie|Atkinson|720-398-9273|Hintze|03 Oakridge Plaza|Littleton|CO|80161|3577683584947337|Grocery|5414.28|Industrial|528.46|Jewelry|1790.19
331|Trina|Blondin|717-201-5319|Grover|808 Sunnyside Crossing|Harrisburg|PA|17110|3572748097928283|Movies|9434.29|Grocery|5787.60|Kids|6506.59
332|Noble|Hynd|336-867-5143|Prairieview|4 Bayside Drive|Greensboro|NC|27415|6763198015630079686|Clothing|1773.40|Health|4030.84|Kids|379.29
333|Elwyn|O'Connolly|423-273-4401|Towne|4757 Eggendart Center|Chattanooga|TN|37410|3542029423650934|Health|4723.77|Home|991.50|Grocery|6384.08
334|Louis|Edlyne|904-467-6218|Portage|2691 Graedel Terrace|Jacksonville|FL|32230|4911008669486808023|Industrial|6594.16|Baby|7524.90|Music|2562.76
335|Clarey|Volet|850-555-9274|Clove|5125 Northport Crossing|Pensacola|FL|32526|30489969987667|Tools|1057.62|Tools|6633.00|Home|4789.59
336|Bob|Goley|516-856-9982|Shasta|69 Westport Junction|Great Neck|NY|11024|633417383876782876|Books|2875.82|Electronics|3240.56|Beauty|2243.90
337|Wilmette|Lorans|734-929-7262|Service|117 Bartelt Court|Dearborn|MI|48126|4026846217784394|Shoes|9712.28|Outdoors|1052.82|Home|8657.33
338|Rosabel|Walsom|650-929-8532|Little Fleur|2371 Colorado Center|Palo Alto|CA|94302|3560771507466920|Computers|1651.31|Industrial|6814.76|Books|8383.94
339|Eolanda|Archibald|415-784-0905|Hooker|767 Bobwhite Street|San Francisco|CA|94164|5602244193064271|Industrial|1444.57|Industrial|9080.42|Clothing|9418.61
340|Florry|Schruur|614-769-9742|Algoma|98 Hermina Road|Columbus|OH|43215|3551690456768998|Games|4886.42|Home|7957.71|Music|9701.71
341|Carmine|Galilee|309-171-1722|Stoughton|9 Veith Hill|Peoria|IL|61640|3552509282519459|Books|6720.14|Jewelry|4086.22|Kids|8802.75
342|Shermy|Mannix|513-424-2501|Carberry|246 Rusk Terrace|Cincinnati|OH|45264|5020539003542694598|Sports|5369.37|Computers|3236.30|Toys|3742.40
